,date,state,city,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
621382,2021-05-29,MG,,state,1564200,40262,446,False,21168791.0,21292666.0,31.0,7346.191409999999,2.5700000000000003
621383,2021-05-28,MG,,state,1555284,40026,445,False,21168791.0,21292666.0,31.0,7304.31783,2.5700000000000003
621384,2021-05-27,MG,,state,1545702,39784,444,False,21168791.0,21292666.0,31.0,7259.31642,2.5700000000000003
621385,2021-05-26,MG,,state,1536112,39540,443,False,21168791.0,21292666.0,31.0,7214.277440000001,2.5700000000000003
621386,2021-05-25,MG,,state,1525072,39176,442,False,21168791.0,21292666.0,31.0,7162.4286,2.5700000000000003
621387,2021-05-24,MG,,state,1518725,39128,441,False,21168791.0,21292666.0,31.0,7132.620220000001,2.58
621388,2021-05-23,MG,,state,1516282,39086,440,False,21168791.0,21292666.0,31.0,7121.14678,2.58
621389,2021-05-22,MG,,state,1511756,38878,439,False,21168791.0,21292666.0,31.0,7099.8906400000005,2.5700000000000003
621390,2021-05-21,MG,,state,1501670,38549,438,False,21168791.0,21292666.0,31.0,7052.522220000001,2.5700000000000003
621391,2021-05-20,MG,,state,1492530,38222,437,False,21168791.0,21292666.0,31.0,7009.596640000001,2.56
621392,2021-05-19,MG,,state,1483200,37927,436,False,21168791.0,21292666.0,31.0,6965.77873,2.56
621393,2021-05-18,MG,,state,1472801,37617,435,False,21168791.0,21292666.0,31.0,6916.940320000001,2.55
621394,2021-05-17,MG,,state,1465668,37557,434,False,21168791.0,21292666.0,31.0,6883.44052,2.56
621395,2021-05-16,MG,,state,1463543,37508,433,False,21168791.0,21292666.0,31.0,6873.4605599999995,2.56
621396,2021-05-15,MG,,state,1459402,37283,432,False,21168791.0,21292666.0,31.0,6854.01255,2.55
621397,2021-05-14,MG,,state,1451836,37005,431,False,21168791.0,21292666.0,31.0,6818.479190000001,2.55
621398,2021-05-13,MG,,state,1442432,36753,430,False,21168791.0,21292666.0,31.0,6774.31375,2.55
621399,2021-05-12,MG,,state,1433481,36495,429,False,21168791.0,21292666.0,31.0,6732.2758,2.55
621400,2021-05-11,MG,,state,1423717,36122,428,False,21168791.0,21292666.0,31.0,6686.419629999999,2.54
621401,2021-05-10,MG,,state,1416845,36062,427,False,21168791.0,21292666.0,31.0,6654.1456100000005,2.55
621402,2021-05-09,MG,,state,1415614,36011,426,False,21168791.0,21292666.0,31.0,6648.36428,2.54
621403,2021-05-08,MG,,state,1411114,35750,425,False,21168791.0,21292666.0,31.0,6627.23024,2.53
621404,2021-05-07,MG,,state,1404219,35424,424,False,21168791.0,21292666.0,31.0,6594.8482,2.52
621405,2021-05-06,MG,,state,1396534,35165,423,False,21168791.0,21292666.0,31.0,6558.75596,2.52
621406,2021-05-05,MG,,state,1387809,34837,422,False,21168791.0,21292666.0,31.0,6517.77941,2.5100000000000002
621407,2021-05-04,MG,,state,1378545,34396,421,False,21168791.0,21292666.0,31.0,6474.271470000001,2.5
621408,2021-05-03,MG,,state,1371818,34313,420,False,21168791.0,21292666.0,31.0,6442.67843,2.5
621409,2021-05-02,MG,,state,1370202,34289,419,False,21168791.0,21292666.0,31.0,6435.08896,2.5
621410,2021-05-01,MG,,state,1366602,34036,418,False,21168791.0,21292666.0,31.0,6418.181729999999,2.4899999999999998
621411,2021-04-30,MG,,state,1359137,33699,417,False,21168791.0,21292666.0,31.0,6383.122710000001,2.48
621412,2021-04-29,MG,,state,1351739,33401,416,False,21168791.0,21292666.0,31.0,6348.37836,2.4699999999999998
621413,2021-04-28,MG,,state,1342892,32985,415,False,21168791.0,21292666.0,31.0,6306.82884,2.46
621414,2021-04-27,MG,,state,1330018,32497,414,False,21168791.0,21292666.0,31.0,6246.36671,2.44
621415,2021-04-26,MG,,state,1325022,32414,413,False,21168791.0,21292666.0,31.0,6222.90323,2.45
621416,2021-04-25,MG,,state,1323153,32318,412,False,21168791.0,21292666.0,31.0,6214.12556,2.44
621417,2021-04-24,MG,,state,1319297,31987,411,False,21168791.0,21292666.0,31.0,6196.0160399999995,2.42
621418,2021-04-23,MG,,state,1307937,31494,410,False,21168791.0,21292666.0,31.0,6142.66433,2.41
621419,2021-04-22,MG,,state,1302628,31386,409,False,21168791.0,21292666.0,31.0,6117.73087,2.41
621420,2021-04-21,MG,,state,1298176,30994,408,False,21168791.0,21292666.0,31.0,6096.82226,2.39
621421,2021-04-20,MG,,state,1286271,30526,407,False,21168791.0,21292666.0,31.0,6040.910989999999,2.37
621422,2021-04-19,MG,,state,1281421,30397,406,False,21168791.0,21292666.0,31.0,6018.13319,2.37
621423,2021-04-18,MG,,state,1279549,30309,405,False,21168791.0,21292666.0,31.0,6009.3414299999995,2.37
621424,2021-04-17,MG,,state,1275234,29940,404,False,21168791.0,21292666.0,31.0,5989.076239999999,2.35
621425,2021-04-16,MG,,state,1266271,29538,403,False,21168791.0,21292666.0,31.0,5946.98193,2.33
621426,2021-04-15,MG,,state,1257064,29105,402,False,21168791.0,21292666.0,31.0,5903.74169,2.32
621427,2021-04-14,MG,,state,1247258,28636,401,False,21168791.0,21292666.0,31.0,5857.688279999999,2.3
621428,2021-04-13,MG,,state,1235972,28152,400,False,21168791.0,21292666.0,31.0,5804.68411,2.2800000000000002
621429,2021-04-12,MG,,state,1228659,28090,399,False,21168791.0,21292666.0,31.0,5770.33895,2.29
621430,2021-04-11,MG,,state,1225818,28004,398,False,21168791.0,21292666.0,31.0,5756.99633,2.2800000000000002
621431,2021-04-10,MG,,state,1220638,27618,397,False,21168791.0,21292666.0,31.0,5732.6687,2.26
621432,2021-04-09,MG,,state,1208529,27250,396,False,21168791.0,21292666.0,31.0,5675.79936,2.25
621433,2021-04-08,MG,,state,1192050,26795,395,False,21168791.0,21292666.0,31.0,5598.40651,2.25
621434,2021-04-07,MG,,state,1182847,26303,394,False,21168791.0,21292666.0,31.0,5555.18506,2.22
621435,2021-04-06,MG,,state,1169489,25795,393,False,21168791.0,21292666.0,31.0,5492.44984,2.21
621436,2021-04-05,MG,,state,1159039,25713,392,False,21168791.0,21292666.0,31.0,5443.37191,2.22
621437,2021-04-04,MG,,state,1156435,25654,391,False,21168791.0,21292666.0,31.0,5431.14235,2.22
621438,2021-04-03,MG,,state,1153526,25534,390,False,21168791.0,21292666.0,31.0,5417.48037,2.21
621439,2021-04-02,MG,,state,1147578,25214,389,False,21168791.0,21292666.0,31.0,5389.54587,2.1999999999999997
621440,2021-04-01,MG,,state,1135856,24728,388,False,21168791.0,21292666.0,31.0,5334.49405,2.18
621441,2021-03-31,MG,,state,1123913,24332,387,False,21168791.0,21292666.0,31.0,5278.40431,2.16
621442,2021-03-30,MG,,state,1111893,23915,386,False,21168791.0,21292666.0,31.0,5221.95295,2.15
621443,2021-03-29,MG,,state,1103687,23788,385,False,21168791.0,21292666.0,31.0,5183.413860000001,2.16
621444,2021-03-28,MG,,state,1100575,23687,384,False,21168791.0,21292666.0,31.0,5168.7985,2.15
621445,2021-03-27,MG,,state,1093539,23366,383,False,21168791.0,21292666.0,31.0,5135.75425,2.1399999999999997
621446,2021-03-26,MG,,state,1081981,22887,382,False,21168791.0,21292666.0,31.0,5081.47265,2.12
621447,2021-03-25,MG,,state,1067919,22571,381,False,21168791.0,21292666.0,31.0,5015.43113,2.11
621448,2021-03-24,MG,,state,1053994,22497,380,False,21168791.0,21292666.0,31.0,4950.03303,2.13
621449,2021-03-23,MG,,state,1040198,22123,379,False,21168791.0,21292666.0,31.0,4885.24077,2.13
621450,2021-03-22,MG,,state,1036301,22055,378,False,21168791.0,21292666.0,31.0,4866.93869,2.13
621451,2021-03-21,MG,,state,1033562,22007,377,False,21168791.0,21292666.0,31.0,4854.07511,2.13
621452,2021-03-20,MG,,state,1023969,21764,376,False,21168791.0,21292666.0,31.0,4809.02204,2.13
